Stem,Word_anew,Word_mrc,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum,D.Mean.Sum,D.SD.Sum,D.Rat.Sum,Conc,Imag 
devot,devote,devotion,5.53,2.17,19,4.05,1.94,22,7.05,1.78,19,231,411
devot,devoted,devotion,7.16,1.71,19,4.22,2.11,23,6.21,2.02,19,231,411
devot,devotion,devotion,6.0,1.83,22,4.73,2.49,22,6.3,2.27,20,231,411
dew,dew,dew,4.79,1.75,19,3.04,1.8,23,5.67,2.08,21,578,559
dexter,dexterity,dexterity,6.35,1.37,17,3.26,2.23,19,6.08,1.93,25,280,316
dial,dial,dial,4.63,1.54,19,3.76,1.87,21,6.89,1.73,19,537,541
diamond,diamond,diamond,6.88,1.99,40,5.82,2.57,45,5.64,2.39,42,610,623
dictat,dictate,dictation,4.4,1.88,20,3.24,2.0,21,4.96,2.64,25,356,432
dictat,dictation,dictation,4.26,1.37,19,2.94,2.01,18,4.47,2.03,17,356,432
dictat,dictator,dictation,2.77,2.18,22,5.5,2.44,22,4.19,2.66,21,356,432
die,die,die,1.67,1.65,21,6.9,2.21,21,3.28,2.52,18,358,499
diet,diet,diet,4.42,1.3,19,3.83,2.09,18,5.29,2.37,17,449,486
differ,differ,difference,5.1,1.97,21,3.26,2.43,23,5.47,2.32,17,270,293
differ,difference,difference,4.89,1.75,18,3.15,2.23,20,5.44,1.92,18,270,293
differ,different,difference,5.91,1.8,22,3.95,2.2,21,6.47,1.81,17,270,293
diffus,diffuse,diffusion,5.04,1.69,23,3.86,2.53,22,4.75,2.24,20,327,376
digniti,dignity,dignity,7.2,1.47,20,3.71,1.98,21,6.85,2.11,34,280,413
dim,dim,dim,3.37,1.38,19,3.55,2.31,20,4.83,2.1,23,402,450
dime,dime,dime,5.58,1.89,19,3.52,2.34,21,5.32,2.79,19,582,590
dimens,dimension,dimension,5.24,1.73,21,3.73,2.05,22,5.0,2.02,22,274,355
diner,diner,diner,6.75,1.52,20,4.04,2.33,23,6.43,1.8,21,515,497
dinner,dinner,dinner,6.4,2.02,42,3.85,2.34,47,6.05,2.42,20,542,570
dip,dip,dip,5.42,1.98,19,3.35,2.16,20,5.2,1.85,20,479,456
direct,direct,direction,5.75,1.33,20,4.29,1.9,21,6.38,1.95,34,336,399
direct,direction,direction,5.45,1.36,20,3.33,2.22,18,6.18,2.02,22,336,399
direct,directive,direction,5.7,1.34,20,4.3,2.29,23,5.96,1.93,28,336,399
dirt,dirt,dirt,4.5,1.79,20,3.44,2.13,41,4.7,2.0,20,564,547
disagr,disagreement,disagreement,2.86,1.9,21,3.91,2.54,23,5.11,2.54,18,311,362
disappoint,disappoint,disappoint,3.38,1.76,39,3.91,2.04,43,4.07,2.35,42,331,351
disappoint,disappoint,disappointed,3.38,1.76,39,3.91,2.04,43,4.07,2.35,42,290,384
disappoint,disappointed,disappoint,2.65,1.62,17,4.47,2.37,19,4.08,1.93,25,331,351
disappoint,disappointed,disappointed,2.65,1.62,17,4.47,2.37,19,4.08,1.93,25,290,384
disappoint,disappointing,disappoint,2.79,1.13,19,4.1,2.23,21,4.26,2.75,23,331,351
disappoint,disappointing,disappointed,2.79,1.13,19,4.1,2.23,21,4.26,2.75,23,290,384
disappoint,disappointment,disappoint,2.79,1.87,19,4.9,2.63,20,4.08,2.52,24,331,351
disappoint,disappointment,disappointed,2.79,1.87,19,4.9,2.63,20,4.08,2.52,24,290,384
disast,disaster,disaster,1.71,1.06,21,6.35,2.59,23,2.97,2.14,37,405,505
disc,disc,disc,5.6,1.85,20,3.56,2.43,18,5.58,2.54,24,553,575
discharg,discharge,discharge,3.4,1.54,20,4.94,2.11,17,4.0,2.15,24,474,426
disciplin,discipline,discipline,5.9,2.31,20,5.8,2.21,20,5.96,2.19,25,277,386
disciplin,disciplined,discipline,6.15,1.79,20,4.4,2.44,20,5.72,2.91,25,277,386
disclosur,disclosure,disclosure,4.71,1.95,21,3.15,2.03,20,4.27,2.41,22,299,277
discolor,discoloration,discolor,3.82,1.71,22,4.05,2.31,21,4.77,2.16,22,398,428
disconnect,disconnect,disconnection,3.81,1.29,21,3.12,2.49,24,4.6,2.37,20,350,372
discord,discord,discord,3.58,1.77,19,5.43,1.86,21,4.12,2.4,34,298,343
discoveri,discovery,discovery,6.81,2.06,21,6.04,2.53,23,6.25,2.05,20,332,401
discret,discretion,discretion,5.4,1.39,20,3.57,2.04,21,5.88,2.44,25,222,285
discuss,discuss,discussion,5.89,1.97,18,2.76,2.45,21,6.44,1.38,18,341,381
discuss,discussion,discussion,6.18,1.33,22,5.0,2.52,19,5.95,1.57,20,341,381
diseas,disease,disease,1.68,0.89,19,5.5,2.31,20,2.8,1.88,20,504,487
diseas,diseased,disease,2.24,1.34,21,5.48,2.52,21,3.08,2.08,25,504,487
disgrac,disgrace,disgrace,2.45,1.19,20,4.28,2.49,25,3.32,2.14,19,278,386
disgrac,disgraceful,disgrace,2.35,1.35,20,4.08,2.53,25,2.79,2.39,19,278,386
dishonesti,dishonesty,dishonesty,2.05,0.89,20,5.39,2.68,18,4.32,2.57,22,255,362
disinfect,disinfect,disinfectant,5.11,2.28,19,4.0,2.17,23,5.64,2.18,28,578,529
disinfect,disinfectant,disinfectant,5.1,1.97,21,2.96,2.12,24,5.8,2.33,20,578,529
dismiss,dismiss,dismissal,4.58,1.74,19,3.7,2.11,20,5.08,2.41,24,300,362
dismiss,dismissal,dismissal,4.05,1.35,19,4.48,2.37,23,4.79,1.81,19,300,362
dismiss,dismissive,dismissal,3.4,1.35,20,2.67,1.64,18,4.46,2.13,24,300,362
disobedi,disobedience,disobedient,3.32,2.24,19,4.5,2.69,22,4.41,2.59,27,348,393
disparag,disparage,disparagement,3.0,1.26,21,3.96,1.97,23,3.52,1.81,21,257,194
display,display,display,6.19,1.33,21,3.81,1.91,21,6.48,1.71,25,462,453
disposit,disposition,disposition,4.81,1.63,21,4.16,2.41,19,5.61,1.95,36,251,336
disput,dispute,dispute,2.52,1.4,21,4.55,2.87,20,4.14,2.98,22,350,421
disrupt,disrupt,disruptive,3.48,1.25,21,4.87,2.2,23,4.62,2.23,26,318,367
disrupt,disruption,disruptive,3.32,1.42,19,5.48,2.27,23,3.9,1.81,21,318,367
disrupt,disruptive,disruptive,3.2,1.74,20,6.1,2.47,20,4.92,2.46,26,318,367
dissect,dissect,dissection,3.95,1.63,21,5.43,1.85,23,5.16,2.19,25,439,562
dissect,dissection,dissection,3.11,1.73,19,4.32,2.23,22,4.91,2.11,23,439,562
distanc,distance,distance,3.89,1.49,19,3.81,1.89,21,4.25,2.1,20,353,432
distinct,distinct,distinct,5.55,1.05,20,3.67,2.71,21,5.8,2.68,25,247,364
distinct,distinct,distinction,5.55,1.05,20,3.67,2.71,21,5.8,2.68,25,265,314
distinct,distinction,distinct,5.05,1.43,21,3.6,2.36,25,6.0,2.36,19,247,364
distinct,distinction,distinction,5.05,1.43,21,3.6,2.36,25,6.0,2.36,19,265,314
distinct,distinctive,distinct,6.32,1.42,19,3.78,2.18,18,6.18,1.59,17,247,364
distinct,distinctive,distinction,6.32,1.42,19,3.78,2.18,18,6.18,1.59,17,265,314
distort,distort,distortion,3.38,1.32,21,3.62,2.7,24,4.7,2.56,20,365,428
distort,distorted,distortion,3.89,0.94,19,5.29,2.24,21,4.09,1.88,23,365,428
distort,distortion,distortion,3.5,1.3,22,4.43,2.71,21,3.86,2.01,22,365,428
distract,distract,distraction,3.68,1.6,19,3.55,2.04,22,4.35,2.55,23,289,359
distract,distraction,distraction,4.05,1.13,19,3.94,2.1,18,4.0,2.03,17,289,359
distress,distress,distress,3.25,1.37,20,4.0,3.16,24,3.9,2.2,20,282,443
distress,distressed,distress,3.38,1.99,39,6.28,2.11,39,4.16,2.01,19,282,443
distress,distressing,distress,3.58,2.17,19,5.52,2.95,23,4.5,2.46,28,282,443
disturb,disturb,disturber,3.45,1.57,40,4.98,2.47,42,4.29,2.18,48,468,427
disturb,disturbance,disturber,2.68,1.29,19,5.19,2.34,21,3.3,2.0,20,468,427
disturb,disturbing,disturber,2.68,1.11,19,5.65,2.5,20,4.4,2.61,15,468,427
ditch,ditch,ditch,3.2,1.32,20,3.81,1.97,21,5.42,2.09,19,555,558
dive,dive,dive,5.81,1.44,21,3.79,2.78,24,5.75,2.02,20,494,586
dive,dive,diving,5.81,1.44,21,3.79,2.78,24,5.75,2.02,20,547,598
divers,diverse,diversity,6.0,1.76,21,3.64,2.27,25,6.17,2.09,18,268,302
divers,diversion,diversity,5.22,1.77,18,4.48,2.46,21,5.65,2.06,23,268,302
divers,diversity,diversity,6.14,1.31,21,3.21,2.32,24,4.71,2.85,17,268,302
divis,division,division,4.42,0.96,19,3.57,1.89,21,5.48,2.41,23,332,404
do,do,do,5.41,1.84,22,3.67,2.15,21,6.35,2.0,17,276,247
docil,docile,docile,5.75,1.89,20,2.47,1.9,19,5.46,1.9,26,339,384
dock,dock,dock,5.05,1.51,19,3.44,2.45,18,5.88,1.93,17,570,559
dock,docking,dock,5.2,1.15,20,3.74,2.03,23,5.71,1.87,21,570,559
doctor,doctor,doctor,5.93,1.89,41,4.05,2.4,21,4.69,2.05,26,575,600
doctor,doctorate,doctor,5.95,1.99,19,3.91,2.11,22,6.52,2.09,23,575,600
dog,dog,dog,7.0,2.07,42,5.43,2.64,21,5.73,2.06,55,610,636
doll,doll,doll,5.88,1.57,24,3.51,2.25,43,5.66,2.05,61,588,565
dollar,dollar,dollar,7.39,1.51,41,5.57,2.73,21,5.07,2.3,43,575,611
dome,dome,dome,5.95,1.75,19,4.42,2.48,19,5.54,1.88,26,517,557
domin,dominance,domination,5.19,1.99,21,5.5,2.76,20,4.59,2.63,34,275,421
domin,dominant,domination,5.15,1.31,20,5.36,2.48,22,6.78,2.45,27,275,421
domin,dominate,domination,4.4,2.37,20,6.4,2.19,20,5.54,2.73,26,275,421
domin,domination,domination,3.57,1.97,23,5.0,2.71,22,5.35,2.74,20,275,421
donor,donor,donor,6.57,1.66,21,3.76,1.76,21,6.79,1.98,24,409,406
door,door,door,5.43,1.23,42,3.19,2.04,21,6.1,2.06,41,606,599
doorway,doorway,doorway,5.68,1.2,19,3.65,2.53,23,5.58,1.98,19,578,548
dormitori,dormitory,dormitory,5.06,1.89,18,4.5,1.64,20,4.87,2.12,23,576,575
dot,dot,dot,4.84,2.01,19,3.09,1.8,22,5.17,1.7,23,530,556
dot,dotted,dot,4.86,1.11,21,3.33,1.53,21,5.4,2.14,25,530,556
dough,dough,dough,6.0,1.62,17,4.1,2.02,21,5.96,1.69,23,627,558
doughnut,doughnut,doughnut,7.5,1.41,22,4.5,2.34,26,5.87,2.12,23,606,599
dove,dove,dove,6.9,1.93,41,3.27,2.47,44,6.14,1.98,43,588,616
dowri,dowry,dowry,4.7,2.03,20,3.11,2.4,18,5.17,2.71,24,409,422
dozen,dozen,dozen,5.78,1.48,18,2.95,2.2,19,5.56,1.71,25,396,525
drab,drab,drab,2.76,1.26,21,2.35,1.57,20,4.77,2.6,22,281,340
drain,drain,drain,3.8,1.67,20,2.94,1.98,18,5.17,2.55,24,591,540
drama,drama,drama,4.37,2.63,19,5.14,3.04,22,4.14,2.12,28,375,482
drape,drape,drape,4.95,1.39,20,3.29,1.93,17,5.38,2.24,24,532,464
draw,draw,draw,6.18,2.08,22,3.6,2.26,20,6.37,2.52,19,442,435
dread,dread,dread,3.0,1.89,19,4.5,2.4,20,3.62,2.2,24,267,378
dread,dreaded,dread,2.11,1.33,19,5.1,2.55,21,3.5,2.22,22,267,378
dread,dreadful,dread,2.6,1.31,20,4.5,2.71,18,3.38,2.18,24,267,378
dream,dream,dream,7.43,1.8,21,4.37,2.81,43,5.4,2.36,47,386,485
dreamer,dreamer,dreamer,7.45,1.23,20,4.4,2.77,25,6.53,2.25,19,442,507
dreari,dreary,dreary,3.55,1.95,22,3.54,2.13,41,4.28,2.39,54,324,463
dress,dress,dress,6.42,2.14,19,4.73,2.44,45,6.64,2.15,22,595,595
dresser,dresser,dresser,5.28,0.96,18,2.58,1.64,19,4.96,1.99,25,560,556
drill,drill,drill,4.73,2.1,22,5.11,2.13,19,5.48,2.04,21,516,571
drink,drink,drink,6.67,1.83,21,5.19,2.56,21,5.87,2.2,15,549,553
driver,driver,driver,6.39,1.72,18,3.15,2.41,20,5.56,2.53,18,553,567
drizzl,drizzle,drizzle,5.18,1.65,22,4.23,2.39,22,4.68,2.26,19,558,582
drop,drop,drop,4.23,1.57,22,4.67,2.35,21,4.82,2.94,17,320,417
dropper,dropper,dropper,5.05,2.12,19,3.45,2.42,22,4.46,1.77,28,492,433
drug,drug,drug,4.11,1.84,18,4.48,2.52,21,3.67,2.2,18,555,564
drug,drugs,drug,3.86,2.23,22,5.78,2.66,23,4.32,2.6,19,555,564
drum,drum,drum,6.05,1.43,19,4.67,2.54,21,5.65,2.32,20,602,599
dual,dual,dual,5.14,1.49,22,4.39,2.78,23,5.21,1.72,19,344,426
duchess,duchess,duchess,6.15,1.39,20,3.92,2.75,24,4.45,2.21,20,568,525
duck,duck,duck,6.11,1.2,19,4.0,1.84,21,5.3,2.08,23,606,632
duel,duel,duel,5.05,1.54,20,5.55,2.61,20,4.82,2.4,22,456,494
duke,duke,duke,4.8,1.61,20,4.21,2.04,24,5.41,2.48,22,508,480
dull,dull,dullness,3.4,0.94,20,1.67,1.03,18,4.71,2.51,24,308,383
dumb,dumb,dumb,2.44,1.54,18,5.3,2.75,20,4.39,1.79,18,340,397
dummi,dummy,dummy,3.66,1.7,38,3.79,2.15,38,3.71,2.01,24,551,562
dump,dump,dump,3.73,1.82,41,3.67,2.06,21,4.5,2.32,22,502,528
dungeon,dungeon,dungeon,3.52,2.2,21,5.13,2.47,23,3.68,2.51,25,562,579
dusk,dusk,dusk,5.63,2.09,19,3.52,2.2,21,5.27,2.23,22,455,575
dust,dust,dust,3.72,1.45,18,3.45,2.19,20,4.56,2.0,25,550,549
dusti,dusty,dusty,3.95,1.51,19,4.1,2.32,21,4.7,2.38,23,452,506
duti,duty,duty,5.33,2.06,18,3.71,2.55,21,4.0,2.47,18,322,346
dwell,dwell,dwelling,4.75,2.1,20,3.14,1.88,21,5.3,2.43,33,523,534
dwell,dwelling,dwelling,5.21,1.69,19,3.57,2.04,21,5.82,2.6,34,523,534
dye,dye,dye,5.25,1.52,20,3.3,2.0,20,4.77,1.82,22,542,506
dynasti,dynasty,dynasty,5.16,1.17,19,4.45,1.99,20,5.45,2.7,22,406,386
eager,eager,eager,6.37,1.38,19,5.78,2.62,18,6.46,2.21,24,302,401
eagl,eagle,eagle,6.47,1.5,19,4.57,2.77,21,5.09,2.09,23,616,601
ear,ear,ear,5.86,1.36,22,3.5,2.06,20,6.74,2.0,19,640,597
ear,earful,ear,4.27,1.42,22,4.19,2.58,21,4.73,2.1,22,640,597
earl,earl,earl,5.15,1.42,20,3.64,1.87,22,5.76,1.7,21,500,435
earn,earn,earn,7.0,1.2,22,4.35,3.12,26,6.75,1.78,24,349,437
earn,earnings,earn,6.37,2.27,19,4.84,2.63,19,6.85,2.13,20,349,437
earth,earth,earth,6.83,1.28,40,5.04,2.65,23,5.69,2.15,26,580,580
earth,earthly,earth,5.63,1.74,19,3.55,2.18,22,5.83,1.88,24,580,580
eas,ease,ease,6.15,2.13,20,2.45,1.41,22,6.42,1.98,19,305,327
east,east,east,6.33,1.57,18,2.5,1.76,20,5.17,2.09,18,363,497
easi,easy,easy,7.47,1.35,19,3.82,2.64,49,6.79,1.87,48,288,321
eat,eat,eat,7.1,1.73,41,4.38,2.79,45,7.26,2.01,57,486,563
eat,eat,eating,7.1,1.73,41,4.38,2.79,45,7.26,2.01,57,485,536
eccentr,eccentric,eccentricity,5.37,1.67,19,5.19,2.25,21,6.1,2.28,21,283,401
echo,echo,echo,5.2,1.01,20,3.61,2.09,18,4.59,2.36,22,415,556
economi,economy,economy,3.64,1.89,22,5.32,2.23,22,4.16,1.8,19,284,357
edg,edge,edge,4.43,1.63,21,4.65,2.52,23,4.31,1.59,26,465,495
edific,edifice,edifice,5.0,1.38,20,3.95,2.06,22,5.33,2.25,27,566,474
edit,edit,edition,4.95,1.0,20,4.1,1.89,21,6.64,2.06,33,439,373
edit,editing,edition,5.45,1.47,22,5.58,2.29,19,6.57,2.34,21,439,373
edit,edition,edition,5.3,0.86,20,3.79,2.21,24,4.81,2.27,27,439,373
educ,educate,education,7.48,1.36,21,4.36,2.4,25,6.79,2.0,24,320,416
educ,educate,educator,7.48,1.36,21,4.36,2.4,25,6.79,2.0,24,422,370
educ,education,education,6.58,1.75,40,4.64,2.15,22,6.82,1.99,22,320,416
educ,education,educator,6.58,1.75,40,4.64,2.15,22,6.82,1.99,22,422,370
educ,educational,education,6.6,1.47,20,4.52,2.73,21,5.68,2.38,25,320,416
educ,educational,educator,6.6,1.47,20,4.52,2.73,21,5.68,2.38,25,422,370
educ,educator,education,6.58,1.95,19,3.5,2.13,22,6.11,2.0,19,320,416
educ,educator,educator,6.58,1.95,19,3.5,2.13,22,6.11,2.0,19,422,370
eel,eel,eel,4.14,1.96,21,4.79,2.62,19,4.86,2.48,21,634,552
eeri,eerie,eerie,3.4,1.82,20,5.57,1.99,21,3.91,2.29,34,295,423
effect,effect,effect,5.5,1.14,22,4.08,2.61,26,5.88,1.94,24,295,280
effect,effective,effect,6.95,1.84,19,3.95,2.32,22,7.2,1.85,20,295,280
effect,effectiveness,effect,6.9,1.37,20,4.95,2.84,19,6.19,2.06,26,295,280
effort,effort,effort,6.47,1.65,19,4.12,2.42,24,6.64,2.08,28,296,367
egg,egg,egg,5.95,1.43,19,3.28,2.46,46,5.74,1.59,19,613,599
ego,ego,ego,4.38,1.83,21,4.17,2.53,24,6.05,1.82,20,261,334
eight,eight,eight,5.37,1.38,19,3.48,1.81,21,5.26,1.84,23,368,501
elabor,elaborate,elaboration,6.38,1.32,21,4.23,2.16,22,6.05,1.67,20,288,325
elbow,elbow,elbow,5.38,1.07,39,3.2,2.12,44,6.02,2.31,42,607,602
elect,elect,election,5.52,1.29,21,4.0,2.83,20,5.43,2.34,21,343,435
elect,election,election,4.5,1.74,22,4.23,2.3,26,5.0,2.54,23,343,435
elect,elective,election,5.38,1.28,21,3.54,2.23,24,6.35,2.25,20,343,435
electr,electric,electricity,6.1,1.37,21,4.05,2.06,21,5.48,1.97,21,426,486
electr,electrical,electricity,5.57,1.85,23,6.0,2.47,20,4.97,2.02,36,426,486
electr,electricity,electricity,6.15,1.69,20,4.3,2.69,23,4.68,2.45,28,426,486
eleg,elegance,elegant,6.91,2.0,22,4.24,2.68,25,6.26,2.38,23,309,408
eleg,elegant,elegant,7.0,1.2,19,4.43,2.59,23,5.95,2.1,38,309,408
eleph,elephant,elephant,6.17,2.33,18,4.23,2.33,22,4.23,2.02,22,628,616
elf,elf,elf,6.1,2.17,21,4.3,2.14,23,5.43,2.04,21,437,543
elimin,eliminate,elimination,3.89,1.49,19,3.64,2.36,22,5.48,2.27,23,305,375
elimin,elimination,elimination,3.86,1.96,21,3.35,2.33,23,4.33,2.38,18,305,375
elm,elm,elm,6.32,1.38,19,3.05,2.13,21,5.43,2.11,23,579,550
elop,elope,elopement,6.58,1.5,19,5.7,2.2,20,6.21,2.76,19,320,453
emancip,emancipation,emancipation,6.57,1.89,21,3.65,2.32,20,4.73,2.93,22,302,364
embezzl,embezzlement,embezzlement,2.95,1.27,19,4.67,2.28,18,4.18,2.77,17,335,355
embezzl,embezzler,embezzlement,3.05,2.12,19,5.24,2.68,21,3.79,2.48,28,335,355
embrac,embrace,embrace,7.0,1.45,20,5.82,2.58,17,6.58,2.32,24,449,597
emerald,emerald,emerald,7.3,1.75,20,5.33,2.32,24,6.32,2.03,22,613,602
emerg,emerge,emergence,5.75,1.45,20,4.74,2.2,23,6.67,1.96,21,346,387
emerg,emerge,emergency,5.75,1.45,20,4.74,2.2,23,6.67,1.96,21,334,487
emerg,emergency,emergence,2.72,1.23,18,6.43,2.73,21,2.72,1.53,18,346,387
emerg,emergency,emergency,2.72,1.23,18,6.43,2.73,21,2.72,1.53,18,334,487
emiss,emission,emission,4.1,1.62,20,3.67,2.51,24,4.68,1.95,19,397,416
emot,emotion,emotion,6.62,1.88,21,4.75,2.79,20,5.0,2.89,22,260,478
emot,emotional,emotion,5.11,1.79,19,5.32,2.46,22,4.5,2.23,18,260,478
emperor,emperor,emperor,4.68,1.83,19,4.25,2.2,20,5.32,2.32,22,527,502
empir,empire,empire,5.36,2.01,22,4.59,2.75,22,5.95,2.52,20,429,470
empir,empirical,empire,4.67,1.68,21,4.14,2.4,22,5.3,1.84,20,429,470
employ,employ,employment,5.89,2.31,19,3.83,2.01,23,5.0,2.11,19,424,435
employ,employer,employment,5.3,1.56,20,4.06,2.54,17,3.3,2.6,23,424,435
employ,employment,employment,6.0,1.86,19,5.02,2.68,44,5.36,2.55,58,424,435
emporium,emporium,emporium,5.25,1.37,20,4.17,2.27,23,6.05,1.53,21,474,336
empti,emptiness,empty,3.26,2.28,23,3.18,2.46,22,4.1,2.2,20,374,479
empti,empty,empty,3.78,1.77,18,2.25,1.65,20,3.61,2.06,18,374,479
enamel,enamel,enamel,5.42,1.54,19,3.79,2.28,24,5.31,2.28,26,533,451
enchant,enchanted,enchanter,7.16,1.57,19,5.27,2.73,22,6.0,2.41,22,394,378
enchant,enchanting,enchanter,6.8,1.44,20,5.56,2.23,18,5.5,2.5,22,394,378
enchant,enchantment,enchanter,6.8,1.85,20,5.29,2.76,21,5.22,2.54,23,394,378
encor,encore,encore,6.9,1.48,21,4.09,2.2,22,5.52,1.57,21,372,419
encount,encounter,encounter,5.16,1.21,19,4.67,2.11,21,5.3,2.25,20,316,370
end,end,end,4.73,1.75,22,3.95,2.4,21,4.41,2.45,17,320,462
end,ending,end,4.23,1.77,22,4.19,2.66,21,4.59,2.52,22,320,462
enemi,enemy,enemy,2.22,1.44,18,5.3,2.85,20,2.5,1.34,18,434,497
engag,engage,engagement,6.6,1.39,20,5.28,2.67,18,6.42,2.26,24,362,474
engag,engaged,engagement,6.78,1.85,41,5.2,2.31,20,5.42,2.57,24,362,474
engag,engagement,engagement,6.65,2.58,20,5.19,2.34,21,6.29,2.08,34,362,474
engin,engine,engine,5.48,1.74,42,3.89,1.97,18,5.36,1.89,22,586,595
engin,engine,engineer,5.48,1.74,42,3.89,1.97,18,5.36,1.89,22,531,495
engin,engineer,engine,5.79,1.65,19,4.22,2.05,18,6.53,2.07,17,586,595
engin,engineer,engineer,5.79,1.65,19,4.22,2.05,18,6.53,2.07,17,531,495
engin,engineering,engine,6.0,1.53,19,3.14,1.93,22,5.61,2.13,23,586,595
engin,engineering,engineer,6.0,1.53,19,3.14,1.93,22,5.61,2.13,23,531,495
enigma,enigma,enigma,5.35,1.66,20,4.65,2.64,20,5.18,2.02,22,242,259
enlighten,enlighten,enlightenment,7.38,1.12,21,3.23,2.49,22,6.3,2.25,27,260,335
enlighten,enlightening,enlightenment,7.0,1.52,21,5.91,2.86,23,6.37,2.24,19,260,335
enlighten,enlightenment,enlightenment,6.79,1.4,19,4.52,2.73,21,6.5,2.09,20,260,335
ensembl,ensemble,ensemble,5.67,1.78,18,3.86,1.93,21,5.4,2.19,20,466,419
enterpris,enterprise,enterprise,6.0,1.41,19,4.0,1.81,20,5.65,2.5,23,331,319
enterpris,enterprising,enterprise,5.52,1.89,21,4.33,2.46,21,6.2,1.55,25,331,319
entertain,entertain,entertain,7.21,1.81,19,5.19,2.86,21,6.7,1.72,23,402,435
entertain,entertainer,entertain,6.48,2.32,21,6.15,2.41,20,5.31,2.19,36,402,435
entertain,entertaining,entertain,8.0,0.84,21,5.28,2.34,25,6.45,2.4,22,402,435
entertain,entertainment,entertain,7.59,1.4,22,6.42,2.55,19,5.86,2.43,21,402,435
enthusiasm,enthusiasm,enthusiasm,7.14,1.35,21,4.18,2.79,22,6.69,2.11,26,266,464
entranc,entrance,entrance,6.05,1.53,21,3.7,1.94,23,5.41,2.15,22,484,493
entre,entree,entree,6.63,1.21,19,3.95,2.24,22,6.82,1.62,22,418,413
envelop,envelope,envelope,5.95,1.27,19,2.8,2.07,20,5.5,2.13,24,579,554
envi,envy,envy,3.05,1.85,20,4.35,2.8,20,3.16,2.08,25,265,375
episod,episode,episode,5.0,1.53,19,3.67,2.33,21,5.4,2.03,15,391,370
epitaph,epitaph,epitaph,4.53,1.54,19,3.52,2.02,21,5.26,1.91,23,449,418
equal,equal,equality,6.47,1.81,19,3.52,1.94,21,6.64,2.04,33,342,346
equal,equality,equality,6.75,2.0,20,4.73,2.57,22,6.0,1.76,19,342,346
equal,equalizer,equality,5.05,2.5,19,3.68,2.4,22,5.46,1.88,28,342,346
equip,equipment,equipment,5.62,1.53,21,3.04,2.84,24,5.2,1.99,20,532,410
equiti,equity,equity,5.41,1.62,22,3.91,2.07,22,5.65,2.41,20,303,281
errand,errand,errand,4.68,1.92,19,3.89,2.73,44,6.15,1.93,62,411,440
error,error,error,3.36,1.26,22,4.43,2.56,21,4.18,1.92,22,373,408
escap,escape,escape,5.5,1.76,18,4.55,2.58,20,5.44,2.09,18,341,459
essay,essay,essay,4.9,2.22,20,4.0,2.73,19,5.55,2.58,22,527,564
essenc,essence,essence,6.75,1.26,24,3.86,2.17,22,5.62,1.66,21,243,289
establish,establish,establishment,5.58,1.3,19,3.72,2.16,18,6.29,1.99,17,391,389
estat,estate,estate,5.65,1.31,20,3.45,1.99,20,5.27,2.14,22,541,474
estim,estimate,estimate,5.95,1.56,21,3.41,2.15,22,5.43,1.4,21,293,305
estim,estimation,estimate,4.67,1.43,21,3.18,1.89,22,5.26,1.75,27,293,305
etern,eternal,eternal,6.76,2.36,21,3.59,2.26,22,5.41,2.66,27,214,403
etern,eternal,eternity,6.76,2.36,21,3.59,2.26,22,5.41,2.66,27,302,399
etern,eternity,eternal,6.05,2.33,20,3.77,2.71,22,4.37,2.81,19,214,403
etern,eternity,eternity,6.05,2.33,20,3.77,2.71,22,4.37,2.81,19,302,399
ether,ether,ether,4.63,1.92,19,4.81,2.18,21,4.26,2.37,34,511,436
etiquett,etiquette,etiquette,6.0,1.33,19,3.71,2.03,21,5.65,2.52,23,252,388
evacu,evacuate,evacuation,3.4,1.31,20,5.17,3.09,18,3.32,2.15,22,320,405
evacu,evacuation,evacuation,4.23,1.72,22,5.24,2.79,21,3.14,2.27,22,320,405
evalu,evaluate,evaluate,5.1,1.64,21,3.78,2.04,23,6.2,1.64,20,388,340
evalu,evaluation,evaluate,4.86,1.17,22,5.89,2.0,19,4.62,2.2,21,388,340
even,evening,even,7.09,1.87,22,3.1,2.0,21,5.22,2.21,18,283,338
even,evening,evening,7.09,1.87,22,3.1,2.0,21,5.22,2.21,18,439,559
even,evens,even,5.33,1.77,21,3.7,2.66,20,4.32,2.4,22,283,338
even,evens,evening,5.33,1.77,21,3.7,2.66,20,4.32,2.4,22,439,559
event,event,event,6.21,1.86,38,5.1,2.45,21,5.0,2.25,20,379,334
evid,evidence,evidence,4.72,2.19,18,3.9,2.51,20,4.61,2.62,18,340,356
evid,evident,evidence,5.1,1.22,21,3.76,2.45,25,6.16,2.32,19,340,356
evolut,evolution,evolution,5.35,2.06,20,6.3,2.81,20,4.77,2.58,26,304,402
examin,examination,examination,5.05,1.65,22,4.5,2.54,20,5.05,2.38,22,464,575
examin,examine,examination,5.61,1.79,18,3.95,2.31,20,5.84,1.49,25,464,575
examin,examiner,examination,4.29,1.23,21,3.7,2.39,20,6.25,2.27,20,464,575
except,exception,exception,5.25,1.45,20,4.35,2.4,23,4.12,2.12,26,260,232
except,exceptional,exception,7.32,1.83,19,5.0,2.37,23,6.32,1.7,19,260,232
